Codigo,Nombre,market samaria Vendido,market playa dormida Vendido,market two towers Vendido,principal Vendido,donaciones Vendido,market samaria Inventario,market playa dormida Inventario,market two towers Inventario,principal Inventario,donaciones Inventario,Total vendido,Total inventario,Total en lista,Descuentos,Total Neto,Devoluciones,Total ajustado,Costo,Comision,Ganancia,%,Categoria,SubCategoria,Marca,Unnamed: 26
1083,Winny Etapa G X30,0,2,0,0,0,7 inv,-1 inv,1 inv,0 inv,0 inv,2,7,"$63,866",0,63866,0,63866,56599,0,7267,11.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2467,Tomate Chonto Xund,0,2,0,0,0,67 inv,110 inv,0 inv,0 inv,0 inv,2,177,"$1,400",0,1400,0,1400,673,0,727,52.0%,sin categoria,,FRUVER,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4909,CHAMPITAS CARAMELO 40g,0,0,2,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,2,0,"$5,042",0,5042,0,5042,3472,0,1570,31.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4831,CHAMPITAS CARAMELO 115G,0,2,0,0,0,6 inv,4 inv,0 inv,0 inv,0 inv,2,10,"$14,000",0,14000,0,14000,8430,0,5570,39.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2804,CEREZAS LA CORUÑA 125G,2,0,0,0,0,3 inv,0 inv,0 inv,0 inv,0 inv,2,3,"$9,244",0,9244,0,9244,9064,0,180,1.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3947,CEPILLOS GRANDES,0,2,0,0,0,-1 inv,1 inv,1 inv,0 inv,0 inv,2,1,"$24,400",0,24400,0,24400,15000,0,9400,38.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2780,CAREY EXFOLIACION NATURAL 110G,2,0,0,0,0,23 inv,9 inv,0 inv,0 inv,0 inv,2,32,"$6,723",0,6723,0,6723,4226,0,2497,37.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4449,FRUTIÑO SALPICON X 10 G,2,0,0,0,0,0 inv,18 inv,0 inv,0 inv,0 inv,2,18,"$3,361",0,3361,0,3361,1076,0,2285,68.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2205,PEPINILLO EN VINAGRE 250G,2,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,2,0,"$13,277",0,13277,0,13277,10366,0,2911,21.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1597,SHAMPOO JOHNSON'S BABY CABELLO CALRO,0,2,0,0,0,2 inv,2 inv,0 inv,0 inv,0 inv,2,4,"$4,202",0,4202,0,4202,1344,0,2857,68.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4703,ROTHMANS POLAR XL X10,2,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,2,0,"$10,084",0,10084,0,10084,1860,0,8224,81.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4379,LUBRIDERM HUMECTANTE X120ML,0,2,0,0,0,4 inv,0 inv,0 inv,0 inv,0 inv,2,4,"$33,613",0,33613,0,33613,22994,0,10619,31.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4912,LUBRIDERM HUMECTACION DELICADA X120ML,2,0,0,0,0,-2 inv,0 inv,0 inv,0 inv,0 inv,2,-2,"$33,613",0,33613,0,33613,27360,0,6253,18.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3699,LISTERINE CONTROL CALCULO X180ML,2,0,0,0,0,0 inv,0 inv,3 inv,0 inv,0 inv,2,3,"$30,252",0,30252,0,30252,24452,0,5800,19.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4791,REPELENTE SENSACIONES X 148ML,2,0,0,0,0,1 inv,1 inv,0 inv,0 inv,0 inv,2,2,"$40,000",0,40000,0,40000,14787,0,25213,63.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4588,LINEYA MORA 1.5,2,0,0,0,0,-12 inv,-2 inv,0 inv,0 inv,0 inv,2,-14,"$3,361",0,3361,0,3361,1487,0,1875,55.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4590,LINEYA FRESA 1.5,2,0,0,0,0,-13 inv,0 inv,0 inv,0 inv,0 inv,2,-13,"$3,361",0,3361,0,3361,1487,0,1875,55.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3440,LINE DELICIOSO SIN CULPA CHOCOLATE Y ALMENDRASX 60G,0,2,0,0,0,2 inv,0 inv,0 inv,1 inv,1 inv,2,4,"$14,622",2193,12429,0,12429,12388,0,41,0.3%,sin categoria,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1699,RON VIEJO CALDAS 8 375ML,2,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,2,0,"$104,762",0,104762,0,104762,86208,0,18554,17.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3681,LAPICERO NEGRO,0,2,0,0,0,17 inv,20 inv,0 inv,0 inv,0 inv,2,37,"$4,000",0,4000,0,4000,385,0,3615,90.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3057,MAGGI CREMA POLLO CHAMPIÑONES 75G,2,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,2,0,"$6,723",0,6723,0,6723,5088,0,1635,24.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3815,JUAN VALDEZ VOLCAN 250 G,1,1,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,2,0,"$53,333",0,53333,0,53333,38052,0,15281,28.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4261,JET CARAMEL X 6 G,0,0,2,0,0,-8 inv,0 inv,1 inv,0 inv,0 inv,2,-7,"$1,008",0,1008,0,1008,538,0,471,46.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4239,JABON REXONA BAMBOO ALOE X110G,2,0,0,0,0,-1 inv,7 inv,0 inv,0 inv,0 inv,2,6,"$7,563",0,7563,0,7563,4767,0,2796,37.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2971,JABON JHONSONS ROSAS Y SANDALO,0,2,0,0,0,-3 inv,-3 inv,2 inv,0 inv,0 inv,2,-4,"$9,000",0,9000,0,9000,6000,0,3000,33.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4789,SALSA DE CEBOLLA LISTA SAN JORGE,2,0,0,0,0,7 inv,4 inv,0 inv,0 inv,0 inv,2,11,"$5,882",0,5882,0,5882,2217,0,3665,62.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4547,INFUSION SALUDABLE PARA LA NOCHE,1,1,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,2,0,"$15,966",0,15966,0,15966,12764,0,3202,20.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
491,Salsa Negra Selecto 165gr,2,0,0,0,0,4 inv,1 inv,0 inv,0 inv,0 inv,2,5,"$5,042",0,5042,0,5042,3052,0,1990,39.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3233,SALSA PARA CARNES 175G,2,0,0,0,0,0 inv,1 inv,0 inv,0 inv,0 inv,2,1,"$6,218",0,6218,0,6218,4290,0,1928,31.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1869,HILO DE COLORES,2,0,0,0,0,10 inv,-2 inv,0 inv,0 inv,0 inv,2,8,"$1,345",0,1345,0,1345,400,0,945,70.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1598,SHAMPOO JOHNSON'S BABY 25ML,0,2,0,0,0,0 inv,7 inv,4 inv,0 inv,0 inv,2,11,"$4,202",0,4202,0,4202,1342,0,2860,68.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2045,MERMELADA DE FRESA LA CONSTANCIA 200G,0,2,0,0,0,1 inv,1 inv,0 inv,0 inv,0 inv,2,2,"$10,084",0,10084,0,10084,7503,0,2581,25.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4321,GLOBOS SEMPERTEX X12 UNIDADES,2,0,0,0,0,0 inv,-2 inv,0 inv,0 inv,0 inv,2,-2,"$10,924",0,10924,0,10924,7188,0,3737,34.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4511,PANELA SANTA CARLA 320 G,0,2,0,0,0,3 inv,38 inv,0 inv,0 inv,0 inv,2,41,"$5,000",0,5000,0,5000,2890,0,2110,42.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2213,PIMENTóN ROJO,0,2,0,0,0,30 inv,0 inv,0 inv,0 inv,0 inv,2,30,"$3,000",0,3000,0,3000,2900,0,100,3.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2201,PEINILLA COLORES PEQUEÑA,0,2,0,0,0,0 inv,-2 inv,0 inv,0 inv,0 inv,2,-2,"$3,000",0,3000,0,3000,834,0,2166,72.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4880,PEDIGREE ADULTO POLLO EN FILETE X 100G,2,0,0,0,0,3 inv,0 inv,0 inv,0 inv,0 inv,2,3,"$6,667",0,6667,0,6667,4700,0,1967,29.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4965,PASTA DE TOMATE LA CORUÑA 250G,0,2,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,2,0,"$11,765",0,11765,0,11765,9768,0,1997,17.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
130,PAPRIKA PURA EL REY 25G,0,2,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,2,0,"$6,723",0,6723,0,6723,4401,0,2322,34.5%,sin categoria,,DISAM,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4796,PAPAS MONTERROJO MIEL MOSTAZA,0,2,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,2,0,"$15,966",0,15966,0,15966,11898,0,4068,25.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4622,PAÑO ABSORVENTE TASK,2,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,2,0,"$3,361",0,3361,0,3361,2202,0,1159,34.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
11,Polet Frutos Del Bosque,1,1,0,0,0,56 inv,12 inv,0 inv,0 inv,0 inv,2,68,"$10,588",0,10588,0,10588,6854,0,3734,35.3%,Helados,,HELADOS,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1081,PAÑALES WINNY ETAPA M X30,1,0,1,0,0,5 inv,2 inv,1 inv,0 inv,0 inv,2,8,"$57,141",0,57141,0,57141,40699,0,16442,28.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4900,Mezcla Pimienta Con Molino 56.7g,0,2,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,2,0,"$58,824",8824,50000,0,50000,43734,0,6266,12.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3900,PAÑAL WINNY PANTS ET6 6X30,1,1,0,0,0,1 inv,0 inv,0 inv,0 inv,0 inv,2,1,"$100,840",0,100840,0,100840,76822,0,24019,23.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4697,PALMOLIVE MANDARINA Y ROMERO X 110 G,2,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,2,0,"$5,042",0,5042,0,5042,4242,0,800,15.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
587,PALITROQUES LALO 104G,0,0,2,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,2,0,"$9,000",0,9000,0,9000,6334,0,2666,29.6%,sin categoria,,BIMBO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
691,OREO 36G,0,0,2,0,0,-6 inv,0 inv,1 inv,0 inv,0 inv,2,-5,"$2,400",0,2400,0,2400,1528,0,872,36.3%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2111,NOSOTRAS DIARIOS 15 LARGOS,0,0,2,0,0,10 inv,-1 inv,2 inv,0 inv,0 inv,2,11,"$7,000",0,7000,0,7000,2851,0,4149,59.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4642,MOMENTOS CORAZON,0,2,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,2,0,"$43,697",0,43697,0,43697,20564,0,23134,52.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3362,MOJARRA SE/SA X5 UND 300/450G CALYPSO,2,0,0,0,0,2 inv,-1 inv,0 inv,0 inv,0 inv,2,1,"$70,000",0,70000,0,70000,64211,0,5790,8.3%,sin categoria,,CALYPSO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1337,MIGA DE PAN  CLÁSICO,0,2,0,0,0,0 inv,2 inv,0 inv,0 inv,0 inv,2,2,"$8,908",0,8908,0,8908,7004,0,1904,21.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4961,MIEL DE AVEJA DIVINO X 450G,2,0,0,0,0,1 inv,0 inv,0 inv,0 inv,0 inv,2,1,"$62,000",0,62000,0,62000,44000,0,18000,29.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
180,Guantes Limpia Ya T-7,0,0,2,0,0,1 inv,6 inv,0 inv,0 inv,0 inv,2,7,"$9,244",0,9244,0,9244,5579,0,3664,39.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4952,Lubriderm Proteccion Solar Fps 15 X200ml,0,2,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,2,0,"$52,941",0,52941,0,52941,38180,0,14761,27.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1568,GALLETAS FESTIVAL LIMON X 4,0,2,0,0,0,7 inv,2 inv,0 inv,0 inv,0 inv,2,9,"$1,681",0,1681,0,1681,1340,0,340,20.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1796,GARBANZOS AL NATURAL X180G,0,2,0,0,0,2 inv,4 inv,2 inv,0 inv,0 inv,2,8,"$14,286",4286,10000,0,10000,6245,0,3755,37.6%,sin categoria,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2346,SANPIC FLORAL 200ML,0,2,0,0,0,6 inv,1 inv,0 inv,0 inv,0 inv,2,7,"$6,400",0,6400,0,6400,2355,0,4045,63.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4137,SEVEDOL - EXTRA FUERTE,2,0,0,0,0,139 inv,134 inv,15 inv,0 inv,0 inv,2,288,"$5,000",0,5000,0,5000,1906,0,3094,61.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1807,GEL POST SOLAR SUN PRO 200ML,1,1,0,0,0,-5 inv,-1 inv,0 inv,0 inv,0 inv,2,-6,"$44,538",0,44538,0,44538,4,0,44534,100.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1791,GANCHO NODRIZA,0,2,0,0,0,2 inv,55 inv,0 inv,0 inv,0 inv,2,57,$336,0,336,0,336,100,0,236,70.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4647,GASA HECPLUS,2,0,0,0,0,2 inv,0 inv,0 inv,0 inv,0 inv,2,2,"$3,400",0,3400,0,3400,2400,0,1000,29.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3578,DONKAT,1,0,0,0,0,4 inv,0 inv,0 inv,0 inv,0 inv,1,4,"$5,882",0,5882,0,5882,4683,0,1199,20.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
753,BARRA TOSH FRESA 24G,0,1,0,0,0,28 inv,10 inv,0 inv,0 inv,0 inv,1,38,"$1,681",0,1681,0,1681,1173,0,508,30.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
5012,AZUCAR ORGANICA,0,0,1,0,0,0 inv,0 inv,-1 inv,0 inv,0 inv,1,-1,"$9,000",0,9000,0,9000,0,0,9000,100.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4039,Axion Liquido Limon 180ml,0,0,1,0,0,3 inv,12 inv,0 inv,0 inv,0 inv,1,15,"$2,941",294,2647,0,2647,1780,0,868,32.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2093,MR MUSCULO COCINA 250ML,1,0,0,0,0,22 inv,0 inv,1 inv,0 inv,0 inv,1,23,"$3,782",0,3782,0,3782,1941,0,1841,48.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3593,VINO MARQUEZ,0,1,0,0,0,2 inv,2 inv,0 inv,0 inv,0 inv,1,4,"$47,619",0,47619,0,47619,32632,0,14987,31.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3922,AVENA QUAKER MOLIDA X115G,0,1,0,0,0,0 inv,1 inv,1 inv,0 inv,0 inv,1,2,"$3,333",0,3333,0,3333,1125,0,2208,66.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3591,VINO RISCAL TEMPRANILLO 375ML,0,1,0,0,0,0 inv,7 inv,3 inv,0 inv,0 inv,1,10,"$37,815",0,37815,0,37815,22388,0,15427,40.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1297,NECTAR SANJORGE DE MANZANA,0,1,0,0,0,-12 inv,11 inv,0 inv,0 inv,0 inv,1,-1,"$2,605",261,2345,0,2345,1690,0,655,27.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4288,NODRIZA MEDIANA PLATEADA,1,0,0,0,0,116 inv,0 inv,0 inv,0 inv,0 inv,1,116,$400,0,400,0,400,42,0,358,89.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1340,PRACTIRTOALLA FAMILIA X 50,1,0,0,0,0,16 inv,0 inv,0 inv,0 inv,0 inv,1,16,"$2,689",1076,1613,0,1613,1280,0,333,20.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1055,VINO LA HUERTA ROSE,1,0,0,0,0,1 inv,1 inv,0 inv,0 inv,0 inv,1,2,"$40,952",0,40952,0,40952,22874,0,18079,44.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2105,NORAVER FAST TOTAL,1,0,0,0,0,8 inv,8 inv,0 inv,0 inv,0 inv,1,16,"$3,500",0,3500,0,3500,2282,0,1218,34.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4474,GELATINA DE CEREZA X40G,1,0,0,0,0,4 inv,4 inv,0 inv,0 inv,0 inv,1,8,"$2,521",0,2521,0,2521,1170,0,1351,53.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2114,NOSOTRAS NORMAL SIN ALAS,0,1,0,0,0,0 inv,5 inv,2 inv,0 inv,0 inv,1,7,"$5,500",0,5500,0,5500,2495,0,3005,54.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
319,VINO TARAPACA VARIETAL MERLOT 750ML,0,1,0,0,0,0 inv,1 inv,0 inv,0 inv,0 inv,1,1,"$57,143",0,57143,0,57143,33488,0,23655,41.4%,sin categoria,,DISLICORES,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1124,ATUN AHUMADO FORTIN 170G,0,1,0,0,0,0 inv,1 inv,0 inv,0 inv,0 inv,1,1,"$6,807",2723,4084,0,4084,6050,0,-1966,-48.1%,sin categoria,,DISLICORES,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3575,NUTRIBELLA ENZIMOTERAPIA 24ML,0,0,1,0,0,-35 inv,-3 inv,3 inv,0 inv,0 inv,1,-35,"$2,521",0,2521,0,2521,1006,0,1515,60.1%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3931,VINO TINTO TERRA VEGA CARMENERE 750 ML,0,1,0,0,0,2 inv,2 inv,0 inv,0 inv,0 inv,1,4,"$48,571",0,48571,0,48571,26826,0,21745,44.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4174,PALETA POLET BAILEIS,0,0,1,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,1,0,"$5,714",0,5714,0,5714,4101,0,1613,28.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2536,VINO TRAPICHE CABER.SUAV. VARIETAL 750ML,1,0,0,0,0,4 inv,2 inv,1 inv,0 inv,0 inv,1,7,"$52,381",0,52381,0,52381,33448,0,18933,36.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3574,FILETE TILAPIA 700GR,0,1,0,0,0,0 inv,2 inv,0 inv,0 inv,0 inv,1,2,"$30,000",0,30000,0,30000,20183,0,9817,32.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4501,ARVEJA ZABANERA 180GR,1,0,0,0,0,3 inv,0 inv,0 inv,0 inv,0 inv,1,3,"$3,529",0,3529,0,3529,2846,0,683,19.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2083,MOÑA GRANDE BLANCO Y NEGRO,1,0,0,0,0,-4 inv,0 inv,0 inv,0 inv,0 inv,1,-4,$588,0,588,0,588,292,0,296,50.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1499,BASE PARA SALSA CARBONARA MAGGI,1,0,0,0,0,4 inv,6 inv,4 inv,0 inv,1 inv,1,15,"$3,866",0,3866,0,3866,3246,0,619,16.0%,sin categoria,,TIENDAS SAMARIA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2081,MOÑA GRANDE BLANCO Y NEGRO,1,0,0,0,0,16 inv,10 inv,0 inv,0 inv,0 inv,1,26,$667,0,667,0,667,292,0,375,56.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2355,SAZONAREY 55GR,1,0,0,0,0,2 inv,0 inv,0 inv,0 inv,0 inv,1,2,"$2,269",0,2269,0,2269,1030,0,1239,54.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4656,BOLSA ZIPLOC ABRE FACIL X20,1,0,0,0,0,1 inv,0 inv,0 inv,0 inv,0 inv,1,1,"$15,126",0,15126,0,15126,10655,0,4471,29.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1533,VASOS DE CARTON 0OZ X 8 UND.,0,0,1,0,0,-1 inv,0 inv,-1 inv,0 inv,0 inv,1,-2,"$5,462",0,5462,0,5462,3240,0,2222,40.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1747,EXACTO PEQUEÑO,1,0,0,0,0,2 inv,0 inv,0 inv,0 inv,0 inv,1,2,"$1,261",0,1261,0,1261,550,0,711,56.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
612,MERMELADA DE PINA LA CONSTANCIA 200G,0,0,1,0,0,5 inv,0 inv,0 inv,0 inv,0 inv,1,5,"$5,042",0,5042,0,5042,3548,0,1494,29.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4891,QUESO DOBLE CREMA TAJADO X 125,1,0,0,0,0,5 inv,2 inv,0 inv,0 inv,0 inv,1,7,"$6,000",0,6000,0,6000,4200,0,1800,30.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2054,METRO COSTURA,1,0,0,0,0,6 inv,0 inv,0 inv,0 inv,0 inv,1,6,"$2,000",0,2000,0,2000,800,0,1200,60.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2977,BOLSA DE PAPEL #45,1,0,0,0,0,599 inv,0 inv,0 inv,0 inv,0 inv,1,599,$168,0,168,0,168,77,0,91,54.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4754,MEZCLA PARA PANDEBONOS HAZ DE ORO X100G,1,0,0,0,0,4 inv,0 inv,0 inv,0 inv,0 inv,1,4,"$2,941",0,2941,0,2941,2337,0,604,20.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
379,BOLIGRAFO NEGRO,0,1,0,0,0,41 inv,1 inv,0 inv,0 inv,0 inv,1,42,"$1,681",168,1513,0,1513,700,0,813,53.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3740,BOCADILLO EN HOJA DE BIJAO,1,0,0,0,0,-7 inv,8 inv,0 inv,0 inv,0 inv,1,1,"$1,200",0,1200,0,1200,344,0,856,71.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4867,GELATINA FRUTIÑO MANDARINA X14G,1,0,0,0,0,6 inv,5 inv,0 inv,0 inv,0 inv,1,11,"$4,622",0,4622,0,4622,1161,0,3461,74.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3433,BLONDOR POLVO DECOLORANTE,1,0,0,0,0,11 inv,5 inv,0 inv,0 inv,0 inv,1,16,"$3,500",1050,2450,0,2450,2000,0,450,18.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
